,totals_totalTransactionRevenue,channelGrouping,fullVisitorId,visitNumber,visitStartTime,device_operatingSystem,device_isMobile,geoNetwork_region,geoNetwork_metro,geoNetwork_city,geoNetwork_networkDomain,totals_hits,totals_pageviews,totals_timeOnSite,trafficSource_source,trafficSource_medium
990260,543700000.0,Direct,0147601968852145702,2,1475532350,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,gci.net,35,23,1312,(direct),(none)
990265,57180000.0,Referral,0777922178356486144,9,1475541987,Macintosh,False,New York,New York NY,New York,verizon.net,37,29,407,(direct),(none)
990269,66360000.0,Referral,4615176639539455551,2,1475538863,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),38,34,769,(direct),(none)
990273,195880000.0,Referral,3188368730358313533,2,1475534510,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),41,32,820,(direct),(none)
990280,655100000.0,Referral,665690697485420563,1,1475524881,Macintosh,False,New York,New York NY,New York,(not set),48,35,889,(direct),(none)
990286,61780000.0,Referral,4339833158630561552,2,1475542300,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),52,38,1190,(direct),(none)
990288,19790000.0,Referral,3503177740835852213,2,1475533717,Macintosh,False,New York,New York NY,New York,verizon.net,53,45,955,(direct),(none)
990292,19980000.0,Organic Search,368179555131058914,1,1475521349,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,asu.edu,56,48,1625,(direct),(none)
990299,8590000.0,Referral,7874937204637644327,1,1475525178,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),66,45,2602,(direct),(none)
990302,126940000.0,Referral,3033366073043100694,39,1475519229,Macintosh,False,New York,New York NY,New York,verizon.net,78,55,3921,(direct),(none)
990303,26480000.0,Direct,1786848071715293136,2,1475550539,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,78,58,2701,(direct),(none)
990304,415650000.0,Referral,5996951375887709557,4,1475500560,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,twtelecom.com,80,59,1782,(direct),(none)
990305,28780000.0,Referral,662174499954069675,2,1475557081,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ykwc.com,81,63,1787,(direct),(none)
990307,96030000.0,Direct,698203322681818933,3,1475508038,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,worldpath.net,89,69,2651,(direct),(none)
990308,208880000.0,Organic Search,429905913707585380,3,1475519403,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,97,76,2827,(direct),(none)
990309,38920000.0,Organic Search,0567269899914580234,1,1475483371,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,telnor.net,105,85,4418,(direct),(none)
990310,198980000.0,Display,6453870986532490896,2,1475530868,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),107,80,1152,dfa,cpm
990312,685600000.0,Organic Search,4213215348568298607,1,1475517672,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,119,90,4486,(direct),(none)
991164,31990000.0,Organic Search,8313913659880044256,4,1523225008,Android,True,Florida,Miami-Ft. Lauderdale FL,Miami,comcast.net,9,9,344,google,organic
991267,107950000.0,Organic Search,4821320118880483321,1,1523189237,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,14,671,google,organic
991298,10990000.0,Referral,7063178047101586097,1,1523229891,Macintosh,False,New York,New York NY,New York,(not set),20,18,357,(direct),(none)
991315,49990000.0,Referral,8958925100815705840,6,1523233681,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,comcast.net,22,14,222,(direct),(none)
991349,23540000.0,Referral,392517189886400005,3,1523248014,Macintosh,False,Oregon,Portland OR,Portland,comcast.net,30,21,737,(direct),(none)
991351,15790000.0,Referral,3259543954363184772,1,1523206259,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),31,23,732,(direct),(none)
991361,84960000.0,Organic Search,4290135811531777822,2,1523229022,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,41,28,319,google,organic
991369,151970000.0,Referral,0767286382329524752,2,1523234137,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),61,32,631,(direct),(none)
991410,54950000.0,Social,8803858255268525124,1,1523241947,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,suddenlink.net,23,17,656,groups.google.com,referral
994767,54370000.0,Display,0220695720492664721,4,1487520984,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),7,7,97,dfa,cpm
994938,107000000.0,Paid Search,6627479815076599911,3,1487510406,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),16,14,621,google,cpc
994967,64990000.0,Organic Search,0014253006455543633,1,1487545280,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,emeter.com,19,18,449,google,organic
995008,26970000.0,Organic Search,0887453642354701418,1,1487570448,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,teksavvy.com,34,28,1904,google,organic
995021,74770000.0,Referral,6014637285460170276,7,1487538762,Macintosh,False,California,Los Angeles CA,Los Angeles,rr.com,48,32,1214,(direct),(none)
995024,67960000.0,Referral,5621966103011693855,1,1487514219,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,57,48,974,(direct),(none)
995027,276480000.0,Organic Search,6777096292963112230,5,1487571884,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,telus.net,82,57,1424,google,organic
995029,951700000.0,Direct,6736342148988696892,1,1487567179,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,100,87,1743,(direct),(none)
995031,43970000.0,Paid Search,4301995352469947007,1,1487492554,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),143,104,2141,google,cpc
995698,27980000.0,Social,3874062777339116474,1,1487572601,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),24,21,842,facebook.com,referral
996147,12990000.0,Organic Search,3907770685196037697,4,1470084579,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,9,9,2024,google,organic
996278,22590000.0,Referral,7056870819058799369,4,1470069291,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,13,11,440,(direct),(none)
996294,19990000.0,Organic Search,6030957980134486247,4,1470096817,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,transtelco.net,14,11,363,google,organic
996347,72700000.0,Referral,6203401114057579951,7,1470055898,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,18,14,455,gatewaycdi.com,referral
996369,132800000.0,Referral,4631129802514106099,2,1470061745,Macintosh,False,New York,New York NY,New York,(not set),20,15,214,(direct),(none)
996375,65580000.0,Referral,5563168194966233133,2,1470078265,Macintosh,False,New York,New York NY,New York,(not set),21,17,260,(direct),(none)
996377,32180000.0,Referral,6027268712782791947,9,1470115160,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),21,21,234,(direct),(none)
996389,21590000.0,Referral,0701601838005591363,2,1470081925,Windows,False,New York,New York NY,New York,(not set),22,17,392,(direct),(none)
996392,217920000.0,Organic Search,1468560120795000800,5,1470085227,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,unow.com,22,17,282,google,organic
996407,12500000.0,Organic Search,1817256435818850257,41,1470094576,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,25,19,641,google,organic
996413,37780000.0,Referral,2125540555068339394,12,1470064446,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Mountain View,universityfightnight.com,25,19,344,(direct),(none)
996420,63990000.0,Referral,148720899219079299,2,1470102616,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),26,23,589,(direct),(none)
996445,170400000.0,Referral,3213840074316400693,2,1470057237,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),32,24,295,(direct),(none)
996453,2213380000.0,Referral,3006489767948351126,3,1470064251,Macintosh,False,New York,New York NY,New York,(not set),34,22,332,(direct),(none)
996454,32190000.0,Referral,6332431001963915083,4,1470052998,Macintosh,False,Massachusetts,Boston MA-Manchester NH,Cambridge,(not set),34,28,677,(direct),(none)
996455,45960000.0,Referral,6997692197808690953,2,1470063685,Macintosh,False,New York,New York NY,New York,(not set),34,26,456,(direct),(none)
996457,29480000.0,Direct,6485652672428047343,1,1470063041,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,34,24,284,(direct),(none)
996464,19930000.0,Organic Search,2976178532750719771,2,1470068872,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,att.net,35,26,538,google,organic
996465,149560000.0,Referral,6569605994631186947,3,1470085006,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),36,27,809,(direct),(none)
996468,66900000.0,Direct,0831511922986457407,1,1470064297,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),37,31,811,(direct),(none)
996470,102200000.0,Direct,9998597322098588317,1,1470086006,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,gpisd.org,37,33,2041,(direct),(none)
996473,12990000.0,Organic Search,280571682929338005,1,1470050783,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,pathwayscsb.org,38,31,2458,google,organic
996487,105350000.0,Referral,7545791097611675575,11,1470091243,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,monkeybrains.net,49,35,624,(direct),(none)
996491,29780000.0,Referral,7589137567725941774,1,1470075801,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),51,43,1060,(direct),(none)
996492,149190000.0,Direct,2509714289037323244,4,1470078181,Macintosh,False,Texas,Austin TX,Austin,(not set),53,37,905,(direct),(none)
996507,258000000.0,Direct,2788555723243018631,3,1470077433,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),64,58,1125,(direct),(none)
996509,33180000.0,Referral,8879965876172125518,9,1470119214,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),67,42,1682,(direct),(none)
996512,108800000.0,Referral,8160942479431419810,5,1470071041,Macintosh,False,Texas,Austin TX,Austin,(not set),69,49,1855,basecamp.com,referral
996515,51990000.0,Direct,5760753352577829144,2,1470095605,Linux,False,Washington,Seattle-Tacoma WA,Seattle,(not set),79,59,799,(direct),(none)
996516,224880000.0,Referral,7291346718031890073,3,1470077086,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),83,58,3919,(direct),(none)
996517,35990000.0,Direct,6452285658468801695,1,1470078875,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),83,60,681,(direct),(none)
996529,118910000.0,Organic Search,8844262168616364981,3,1470077375,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),229,103,2434,google,organic
997722,24990000.0,Paid Search,4869138783700445465,1,1503757943,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,ptd.net,14,14,317,google,cpc
997741,6500000.0,Direct,2811132188167803677,7,1503812156,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,optonline.net,16,12,858,(direct),(none)
997752,38980000.0,Paid Search,6113411821902959326,10,1503756497,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,18,16,414,google,cpc
997771,23190000.0,Referral,2627944567395576287,1,1503735469,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),21,19,891,(direct),(none)
997772,21580000.0,Referral,8840873154435367943,1,1503774387,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,21,19,572,(direct),(none)
997778,52780000.0,Referral,6623262467295281678,1,1503772357,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,23,20,405,(direct),(none)
997788,72130000.0,Referral,0573048044617265241,5,1503802974,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),26,21,875,(direct),(none)
997803,46790000.0,Referral,3336808675919041747,5,1503810867,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,35,26,1352,(direct),(none)
997804,33880000.0,Organic Search,405101709712916657,1,1503762996,iOS,True,California,San Francisco-Oakland-San Jose CA,San Jose,(not set),35,26,1054,google,organic
997806,18560000.0,Referral,2273673385663346823,1,1503804380,Macintosh,False,New York,New York NY,New York,(not set),37,27,1391,(direct),(none)
997811,35140000.0,Referral,4812001284490410399,2,1503774641,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,rr.com,42,34,679,(direct),(none)
997815,124710000.0,Referral,3266936551223379808,3,1503775629,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,44,35,2236,(direct),(none)
997821,74180000.0,Referral,2549091983708740507,3,1503754815,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,48,37,1387,(direct),(none)
997822,18590000.0,Referral,0633672078875530638,3,1503788123,Linux,False,Washington,Seattle-Tacoma WA,Seattle,(not set),51,38,1711,(direct),(none)
997824,87730000.0,Referral,5048052433756393656,2,1503774206,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),56,39,3220,(direct),(none)
997825,58690000.0,Organic Search,6220146618555066454,1,1503797879,iOS,True,New York,New York NY,New York,(not set),62,49,2510,google,organic
997826,128100000.0,Referral,3070308436959019531,1,1503777786,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,66,38,1767,(direct),(none)
997829,73910000.0,Referral,5944526035380021630,3,1503787845,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),83,63,1695,(direct),(none)
997831,108300000.0,Referral,192069281746209909,1,1503777553,Macintosh,False,New York,New York NY,New York,(not set),112,61,1219,(direct),(none)
997896,9990000.0,Social,4659409159372494698,1,1503769949,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,hsn.net,24,21,426,youtube.com,referral
999746,28990000.0,Referral,5502942897153934782,2,1519450968,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),10,10,324,dealspotr.com,referral
999812,46000000.0,Referral,4319583165102188613,4,1519387057,Macintosh,False,Nevada,(not set),(not set),verizon.net,12,11,439,(direct),(none)
999847,21180000.0,Referral,5976548664491828126,4,1519427536,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),14,13,256,(direct),(none)
999874,21590000.0,Organic Search,5767617882550843838,2,1519426320,Chrome OS,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),16,13,995,google,organic
999878,64960000.0,Referral,6708058750473445424,10,1519402101,Linux,False,New York,New York NY,New York,(not set),16,13,210,(direct),(none)
999911,17960000.0,Referral,2401797053890963390,18,1519399866,Macintosh,False,New York,New York NY,New York,(not set),19,14,274,(direct),(none)
999930,28970000.0,Direct,245047941005708718,1,1519425615,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),21,17,576,(direct),(none)
999941,169550000.0,Referral,4058929017707570508,2,1519406193,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,22,20,361,(direct),(none)
999945,67830000.0,Organic Search,9389853808320852799,5,1519416138,Macintosh,False,California,Los Angeles CA,Irvine,(not set),22,16,360,google,organic
999949,142800000.0,Referral,1080506253167503991,1,1519422645,Macintosh,False,New York,New York NY,New York,(not set),23,19,1194,(direct),(none)
999952,175600000.0,Direct,8823677645652359511,3,1519428841,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,telemail.net,24,19,697,(direct),(none)
999955,32380000.0,Referral,214359926248129670,8,1519443096,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,24,19,562,(direct),(none)
999962,20590000.0,Referral,2159730880850155919,1,1519447687,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,comcast.net,25,20,439,(direct),(none)
999963,28150000.0,Referral,8376158880703061566,3,1519419102,Macintosh,False,New York,New York NY,New York,(not set),26,18,424,(direct),(none)
999967,51940000.0,Referral,1185990542343995421,2,1519430361,Linux,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),27,18,255,(direct),(none)
999969,46980000.0,Referral,5995503711625500558,3,1519382128,Windows,False,California,San Francisco-Oakland-San Jose CA,San Francisco,com,27,22,1168,dealspotr.com,referral
999970,20240000.0,Referral,9691611633760780222,4,1519417882,Macintosh,False,Texas,Austin TX,Austin,(not set),27,22,632,(direct),(none)
999974,73580000.0,Referral,3713393088016554298,1,1519427638,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),28,22,777,(direct),(none)
999979,21480000.0,Organic Search,4564583757423604138,2,1519425794,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,29,22,455,google,organic
999980,14990000.0,Direct,8614552733761527932,1,1519410414,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,teksavvy.com,29,24,422,(direct),(none)
999982,35980000.0,Referral,127596391761329217,2,1519414589,Macintosh,False,New York,New York NY,New York,optonline.net,29,21,497,(direct),(none)
999994,103950000.0,Referral,9561952862629294086,1,1519422952,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),33,23,394,(direct),(none)
999996,480700000.0,Referral,2158552115222657286,1,1519434802,Macintosh,False,Washington,Seattle-Tacoma WA,Kirkland,(not set),35,29,426,(direct),(none)
999999,114570000.0,Referral,8111333210792218028,1,1519415541,Macintosh,False,England,London,London,verizon.net,37,24,2400,(direct),(none)
1000005,144930000.0,Organic Search,0264252789138701490,1,1519373706,Android,True,Florida,Tampa-St. Petersburg (Sarasota) FL,Tampa,(not set),42,27,1312,google,organic
1000011,60930000.0,Referral,6057386280324051125,14,1519405454,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,45,32,761,(direct),(none)
1000014,260750000.0,Referral,8993395144628523093,1,1519407284,Macintosh,False,New York,New York NY,New York,(not set),56,38,2021,(direct),(none)
1000018,36780000.0,Organic Search,4564583757423604138,1,1519419424,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcastbusiness.net,92,67,3570,google,organic
1003885,11390000.0,Referral,8993051197543109728,3,1475979387,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,web-pass.com,24,16,513,(direct),(none)
1003903,28980000.0,Organic Search,2648541744097074356,1,1475975939,iOS,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,28,24,816,(direct),(none)
1003904,241970000.0,Referral,7746647628358905257,1,1475957439,Macintosh,False,New York,New York NY,New York,verizon.net,28,24,757,(direct),(none)
1003914,35980000.0,Organic Search,8880932172538804400,1,1475987585,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,31,25,552,(direct),(none)
1003916,22590000.0,Paid Search,5567063922229445613,1,1475972645,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,32,29,602,(direct),(none)
1003939,83980000.0,Referral,2280278894093432463,1,1475910128,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,44,40,1727,(direct),(none)
1003940,54450000.0,Organic Search,2554023900966503641,2,1475946857,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,45,35,571,(direct),(none)
1003955,22980000.0,Direct,3273194067845015583,1,1475960255,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,60,47,2862,(direct),(none)
1003960,109960000.0,Organic Search,3984114857404571747,1,1475992728,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),68,53,1309,(direct),(none)
1003963,24800000.0,Organic Search,5992855371735669214,2,1475950200,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,103,49,3582,(direct),(none)
1006311,97690000.0,Referral,2842342609640358960,3,1471465797,Macintosh,False,California,Los Angeles CA,Los Angeles,(not set),13,11,149,(direct),(none)
1006335,47630000.0,Referral,0182664823417063218,4,1471475749,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),14,14,139,(direct),(none)
1006341,100690000.0,Referral,1939406125512685779,10,1471460850,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),14,12,497,(direct),(none)
1006356,97490000.0,Referral,8369998346550362748,6,1471452938,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Sunnyvale,(not set),15,15,335,(direct),(none)
1006366,1251330000.0,Direct,6752202398178305977,3,1471464788,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),15,14,545,(direct),(none)
1006374,10840000.0,Direct,903345240789563636,1,1471471009,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,15,13,261,(direct),(none)
1006375,405820000.0,Referral,2347471050544884892,4,1471453158,Macintosh,False,New York,New York NY,New York,(not set),15,12,492,(direct),(none)
1006412,,Organic Search,3571507592787587654,1,1471483822,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,18,16,227,google,organic
1006437,59140000.0,Direct,8880653820119720366,1,1471457645,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),19,16,746,(direct),(none)
1006497,40310000.0,Organic Search,9480326759336957376,1,1471488032,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),24,19,675,google,organic
1006500,31810000.0,Organic Search,4548615784771221404,4,1471481244,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,24,18,1384,google,organic
1006506,99210000.0,Organic Search,60707564057653567,1,1471478013,Windows,False,Zulia,(not set),Maracaibo,cantv.net,25,18,516,google,organic
1006520,20470000.0,Organic Search,5241810559534801001,1,1471470219,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,28,23,554,google,organic
1006525,4470000.0,Direct,6492524762666859925,4,1471470275,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,28,21,1449,(direct),(none)
1006538,68700000.0,Referral,3981877997953574579,9,1471481578,Macintosh,False,Texas,Austin TX,Austin,grandenetworks.net,30,23,525,(direct),(none)
1006542,55590000.0,Referral,5330942141326185595,3,1471461528,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Bruno,(not set),31,23,528,(direct),(none)
1006546,,Referral,1337093687133000508,4,1471470863,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),32,28,373,(direct),(none)
1006560,56080000.0,Display,1916313018112377953,4,1471461546,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),34,25,733,dfa,cpm
1006565,102480000.0,Direct,2099827776599547321,1,1471477297,Windows,False,Zulia,(not set),Maracaibo,cantv.net,36,32,623,(direct),(none)
1006579,39790000.0,Organic Search,6773336867278757036,4,1471470917,Macintosh,False,Texas,Austin TX,Austin,(not set),41,31,474,google,organic
1006586,69100000.0,Referral,3894780008367831845,7,1471446662,Chrome OS,False,New York,New York NY,New York,(not set),43,32,694,(direct),(none)
1006595,289340000.0,Referral,4752567709813602757,3,1471458275,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),47,34,2012,(direct),(none)
1006605,,Display,4019173914403244131,3,1471468399,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),53,42,700,dfa,cpm
1006610,78610000.0,Referral,549158270848959308,8,1471450287,Linux,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),55,37,2376,(direct),(none)
1006616,161490000.0,Referral,3870523357204139831,4,1471436918,Chrome OS,False,Michigan,Detroit MI,Ann Arbor,(not set),60,41,802,(direct),(none)
1006617,66520000.0,Organic Search,6161008346911953801,1,1471485543,Chrome OS,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,61,46,2847,google,organic
1006621,283840000.0,Direct,1896035155990573311,1,1471468881,Macintosh,False,New York,New York NY,New York,(not set),62,44,749,(direct),(none)
1006622,107670000.0,Organic Search,2055570879390074535,1,1471478670,Windows,False,Zulia,(not set),Maracaibo,cantv.net,63,52,1488,google,organic
1006625,363930000.0,Organic Search,9634718394347160889,4,1471491410,Windows,False,Zulia,(not set),Maracaibo,cantv.net,66,57,2673,google,organic
1006628,21090000.0,Referral,134088266984701296,2,1471479219,Macintosh,False,Michigan,Detroit MI,Ann Arbor,(not set),68,48,1385,(direct),(none)
1006630,69110000.0,Referral,0894441452857839509,2,1471475301,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,69,50,2475,(direct),(none)
1006631,78190000.0,Referral,328697016629947962,5,1471443772,Macintosh,False,New York,New York NY,New York,(not set),70,53,691,(direct),(none)
1006635,33970000.0,Referral,9636144416770522959,1,1471488211,Chrome OS,False,New York,New York NY,New York,rr.com,75,59,1214,(direct),(none)
1006638,,Direct,3683964015671682412,1,1471469593,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,bigfishgames.com,84,66,1465,(direct),(none)
1006639,249140000.0,Direct,3640757653310999874,2,1471440994,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,telus.net,84,60,1354,(direct),(none)
1006641,69070000.0,Referral,404597489263781955,2,1471493437,Linux,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,86,64,2050,(direct),(none)
1006642,242530000.0,Referral,7057542698176321878,2,1471465956,Macintosh,False,Washington,Seattle-Tacoma WA,Seattle,(not set),86,63,1448,(direct),(none)
1006646,347290000.0,Referral,1228194844972973772,5,1471448405,Macintosh,False,Illinois,Chicago IL,Chicago,(not set),118,80,1278,(direct),(none)
1006648,1001750000.0,Referral,7937009225076356808,1,1471459335,Windows,False,New York,New York NY,New York,(not set),123,78,2754,(direct),(none)
1006649,370950000.0,Direct,1743601806406480727,1,1471450004,Windows,False,New York,New York NY,New York,crymc.com,126,78,1476,(direct),(none)
1006650,312190000.0,Referral,0811142338209922640,5,1471501966,Macintosh,False,California,Los Angeles CA,Irvine,cox.net,140,59,796,(direct),(none)
1006651,701390000.0,Organic Search,8821259122819000444,2,1471450005,Windows,False,Zulia,(not set),Maracaibo,cantv.net,159,101,3954,google,organic
1006653,287370000.0,Referral,5584945563861944723,1,1471454008,Windows,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),246,149,4424,(direct),(none)
1007563,86450000.0,Social,0749194348427169585,1,1471498583,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,cox.net,59,44,1569,facebook.com,referral
1007605,68990000.0,Paid Search,7961687414840465592,11,1514409081,Android,True,Illinois,Chicago IL,Chicago,(not set),14,12,683,google,cpc
1008363,19590000.0,Referral,5998033701129345673,5,1514410349,Macintosh,False,California,San Francisco-Oakland-San Jose CA,San Francisco,(not set),8,6,315,(direct),(none)
1008469,41850000.0,Referral,3868295473078773364,2,1514433518,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,12,10,859,(direct),(none)
1008493,36170000.0,Referral,5121891168080279248,3,1514398455,Macintosh,False,California,San Francisco-Oakland-San Jose CA,Mountain View,(not set),13,10,907,(direct),(none)
1008565,30990000.0,Direct,0121011502564299055,7,1514396524,Android,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),22,18,724,(direct),(none)
1008592,44980000.0,Organic Search,4911441736975460174,2,1514427137,Macintosh,False,New York,New York NY,New York,verizon.net,29,23,1211,google,organic
1008599,93970000.0,Organic Search,2554725432770217125,1,1514389875,Macintosh,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,34,23,358,google,organic
