Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
Volkswagen,Scirocco,2014,1.4 Tsi 160cv,84000,530000,2.0,Coupé,Bs.as. G.b.a. Oeste
Ford,Ranger,2016,2.5 Cd 4x2 Xl Safety Ivct 166cv,12457,580000,2.0,Pick-Up,Bs.as. Costa Atlántica
Ford,Focus III,2018,1.6 S,20200,480000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Focus II,2011,1.6 Trend Sigma,97000,235000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Vento,2011,2.5 Luxury 170cv Tiptronic,144000,289900,4.0,Sedán,Capital Federal
Ford,Ecosport,2016,1.6 Se 110cv 4x2,34000,415000,5.0,SUV,Buenos Aires Interior
Volkswagen,Golf,2017,1.4 Comfortline Tsi Dsg,11700,720000,5.0,Hatchback,Capital Federal
Volkswagen,Amarok,2015,2.0 Cd Tdi 4x4 Highline Pack C34,69000,760000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2015,1.6 Highline 101cv,30000,260000,5.0,Hatchback,Chubut
Ford,Ranger,2012,2.2 Cd 4x2 Xl Safety Tdci 125cv,167000,420000,2.0,Pick-Up,Buenos Aires Interior
Volkswagen,Gol Trend,2013,1.6 Pack I 101cv,111000,198000,5.0,Hatchback,Buenos Aires Interior
Volkswagen,Vento,2011,2.5 Luxury 170cv,119000,310000,4.0,Sedán,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,48000,250000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,79000,285000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Crossfox,2012,1.6 Trendline,76000,220000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2014,1.6 Comfortline 101cv Ab,97000,270000,5.0,Monovolumen,Bs.as. G.b.a. Oeste
Honda,Civic,2013,1.8 Exs Mt 140cv,107000,360000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Gol,2011,1.4 Power 83cv,82000,130000,3.0,Hatchback,Bs.as. G.b.a. Sur
Mercedes Benz,Sprinter,2013,2.1 415 Furgon 3665 150cv Tn V2,65000,719900,2.0,Furgón,Capital Federal
Volkswagen,Amarok,2012,2.0 Cd Tdi 163cv 4x2 Startline S43,175000,470000,4.0,Pick-Up,Bs.as. Costa Atlántica
Volkswagen,Gol,2012,1.4 Power Ps+ac 83cv,96000,130000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Voyage,2012,1.6 101cv,75000,169000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2016,1.6 S 120cv,50000,315000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ranger,2016,2.5 Cd 4x2 Xl Safety Ivct 166cv,53000,649000,2.0,Pick-Up,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2014,1.6 S 120cv,84000,265000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2013,2.0 Cd Tdi 4x4 Trendline Llantas 17,126000,580000,4.0,Pick-Up,Capital Federal
Volkswagen,Gol Trend,2012,1.6 Pack Ii 101cv,64000,190000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Voyage,2011,1.6 Comfortline Imotion Plus,88000,175000,4.0,Sedán,Bs.as. Costa Atlántica
Mercedes Benz,Clase CLA,2013,2.0 Cla250 Coupe Sport 211cv At,68000,42000,2.0,Coupé,Bs.as. G.b.a. Norte
Ford,Ecosport,2011,2.0 My10 Xlt Plus 4wd 4x4,59000,293250,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2013,1.6 101cv,87000,180000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Saveiro,2015,1.6 Gp Cs 101cv Aa+dh,107000,265000,2.0,Pick-Up,Córdoba
Volkswagen,Fox,2011,1.6 Comfortline Pack,110000,170000,5.0,Hatchback,Córdoba
Volkswagen,Gol Trend,2013,1.6 Trendline 101cv 3p,51000,170000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Gol Trend,2013,1.6 Pack I 101cv 3p,100800,190000,3.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2015,1.6 Sedan S 120cv,40000,300000,4.0,Sedán,Capital Federal
Ford,Focus II,2011,1.6 Exe Sedan Trend Sigma,102300,210000,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2013,1.6 Pack Iii 101cv,46000,210000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,100000,590000,2.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Fox,2013,1.6 Comfortline Pack,91000,190000,5.0,Hatchback,Córdoba
Volkswagen,Vento,2012,2.0 Sportline Tsi 200cv,95000,385000,4.0,Sedán,Capital Federal
Ford,Transit,2012,2.2 Chasis Tdci 125cv Aa,109000,520000,2.0,Pick-Up,Buenos Aires Interior
Volkswagen,Vento,2015,2.0 Advance 115cv Summer Package,58800,349900,4.0,Sedán,Capital Federal
Volkswagen,Vento,2011,2.5 Luxury 170cv,98000,335000,4.0,Sedán,Capital Federal
Volkswagen,Suran,2014,1.6 Trendline 11b,70000,247000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Volkswagen,Gol,2011,1.4 Power 83cv,95654,140000,3.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2011,1.6 My10 Xl Plus Mp3 4x2,86000,235000,5.0,SUV,Mendoza
Volkswagen,Gol,2011,1.4 Power 83cv,80600,155000,3.0,Hatchback,Capital Federal
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv,91000,484900,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Mustang,2017,5.0 Gt 421cv,14000,59900,2.0,Coupé,Tucumán
Volkswagen,Vento,2012,2.5 Luxury 170cv,52000,300000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Ranger,2014,3.2 Cd 4x4 Xlt Tdci 200cv,100000,609000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ecosport,2011,1.6 My10 Xls Plus 4x2,146000,187000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2018,1.6 Se 120cv,10000,430000,5.0,Hatchback,Capital Federal
Ford,Ka,2012,1.6 Pulse Top 95cv,88000,160000,3.0,Hatchback,Capital Federal
Ford,Ranger,2015,3.2 Cd 4x2 Xlt Tdci 200cv,82000,650000,4.0,Pick-Up,La Pampa
Volkswagen,Gol Trend,2017,1.6 Trendline 101cv 3p,10000,330000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Fox,2013,1.6 Trendline,120000,199000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Voyage,2012,1.6 Comfortline Plus 101cv,95000,190000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Gol Trend,2013,1.6 Pack I Plus 101cv,71000,168000,5.0,Hatchback,Corrientes
Volkswagen,Suran,2012,1.6 Comfortline 101cv 11a,89000,189000,5.0,Monovolumen,Capital Federal
Volkswagen,Suran,2015,1.6 Comfortline 101cv Ab Pro.cre.auto,16000,310000,5.0,Monovolumen,Bs.as. G.b.a. Norte
Ford,Focus III,2014,2.0 Sedan Se Plus At6,77000,335000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2013,2.0 Cd Tdi 4x4 Highline Pack At C34,105000,19000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2011,1.6 Design 120cv Titanium,101182,230000,5.0,Hatchback,Santa Fe
Volkswagen,Vento,2013,2.0 Luxury I 140cv Dsg,87000,541500,4.0,Sedán,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2018,1.6 Trendline 101cv,9000,300000,5.0,Hatchback,Córdoba
Ford,Focus II,2012,2.0 Trend Plus,54000,250000,5.0,Hatchback,Córdoba
Ford,Ecosport,2013,1.6 S 110cv 4x2,107000,300000,5.0,SUV,Buenos Aires Interior
Volkswagen,Suran,2016,1.6 Trendline,17500,310000,5.0,Monovolumen,Capital Federal
Ford,Fiesta Kinetic Design,2018,1.6 Se Plus 120cv,10600,14000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ranger,2013,3.2 Cd 4x4 Xlt Tdci 200cv,104000,630000,4.0,Pick-Up,Bs.as. Costa Atlántica
Ford,Ecosport,2011,2.0 My10 Xlt Plus 4x2,81800,200000,5.0,SUV,Capital Federal
Volkswagen,Fox,2013,1.6 Comfortline Pack,81000,190000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol,2011,1.4 Power 83cv,113000,140000,3.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 Sedan Titanium Powershift 120cv,100000,289600,4.0,Sedán,Capital Federal
Volkswagen,Gol,2012,1.4 Power 83cv,84000,139000,3.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2011,2.5 Advance 170cv,159000,289500,4.0,Sedán,Capital Federal
Volkswagen,Suran,2016,1.6 Highline Msi 110cv,33000,360000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Ford,Ranger,2017,3.2 Cd Xls Tdci 200cv Manual 4x2,7900,680000,4.0,Pick-Up,Buenos Aires Interior
Ford,Focus III,2014,2.0 Titanium Mt,67000,420000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ecosport,2015,1.6 Se 110cv 4x2,47000,380000,5.0,SUV,Neuquén
Volkswagen,Vento,2016,2.0 Advance 115cv,38000,460000,4.0,Sedán,Capital Federal
Volkswagen,Vento,2011,2.5 Luxury 170cv Tiptronic,76200,310000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Vento,2014,2.5 Luxury 170cv,54500,345000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Ecosport,2013,1.6 Se 110cv 4x2,85000,350000,5.0,SUV,Capital Federal
Volkswagen,Suran,2011,1.6 Imotion Highline 11c,74000,200000,5.0,Monovolumen,Capital Federal
Volkswagen,Suran,2013,1.6 Trendline,66000,239900,5.0,Monovolumen,Capital Federal
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,76000,315000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Vento,2014,2.5 Luxury 170cv,60630,450000,4.0,Sedán,Capital Federal
Volkswagen,Vento,2011,2.0 Luxury I 140cv Dsg,87953,355000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Ecosport,2015,1.6 Se 110cv 4x2,61500,340000,5.0,SUV,Córdoba
Volkswagen,Amarok,2015,2.0 Cd Tdi 180cv 4x2 Trendline B33,80000,680000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Ecosport,2014,1.6 Se 110cv 4x2,68000,349900,5.0,SUV,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 S Plus 120cv,66500,295000,5.0,Hatchback,Córdoba
Ford,Ranger,2016,3.2 Cd 4x4 Limited Tdci 200cv At,20000,890000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Honda,Accord,2013,2.4 Ex-l At G9,45000,15000,4.0,Sedán,San Luis
Volkswagen,Golf,2018,1.4 Highline Tsi Dsg,11500,930000,5.0,Hatchback,Santa Fe
Ford,Ranger,2011,3.0 Cd Xlt 4x2,153000,340000,2.0,Pick-Up,Bs.as. G.b.a. Norte
Honda,HR-V,2017,1.8 Lx 2wd Cvt,24500,680100,5.0,SUV,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,120000,590000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2015,1.6 S 120cv,69000,320000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol Trend,2011,1.6 Pack Iii 101cv,93000,168000,5.0,Hatchback,Capital Federal
Volkswagen,Suran,2011,1.6 Comfortline 101cv 11a,52000,188000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Volkswagen,Fox,2016,1.6 Trendline,13000,380000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Vento,2013,2.0 Sportline Tsi 200cv Bi-xenon Dgs,87000,460000,4.0,Sedán,Buenos Aires Interior
Chrysler,PT Cruiser,2011,2.4 Touring,82000,195000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Mercedes Benz,ML,2013,3.5 Ml350 4matic Sport B.efficiency,70000,45000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2011,1.6 Design Sedan 120cv Trend Plus,131000,185000,4.0,Sedán,Chaco
Volkswagen,Amarok,2016,2.0 Cd Tdi 180cv 4x2 Trendline,55000,720000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Focus III,2016,1.6 S,30000,400000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Voyage,2013,1.6 Comfortline 101cv,69500,210000,4.0,Sedán,Capital Federal
Ford,Ranger,2012,3.2 Cd 4x4 Limited Tdci 200cv,83000,640000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Ford,Fiesta Kinetic Design,2012,1.6 Design 120cv Titanium,63000,275000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Focus II,2013,1.6 Style Sigma,68000,255000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2016,1.6 Sedan Se Plus At 120cv,35000,350000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Vento,2011,2.0 Sportline Tsi 200cv,80000,350000,4.0,Sedán,Capital Federal
Honda,City,2012,1.5 Ex-l At 120cv,86400,290000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,New Beetle,2011,1.8 Turbo Sport,82000,299999,2.0,Cabriolet,Capital Federal
Volkswagen,Amarok,2017,2.0 Cd Tdi 140cv Trendline Llantas16,26000,697900,4.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2015,1.6 Pack I Abcp Abs 101cv,83000,180000,5.0,Hatchback,Tucumán
Volkswagen,Gol,2011,1.4 Power 83cv,44000,150000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Fox,2017,1.6 Comfortline,18000,360000,5.0,Hatchback,Capital Federal
Volkswagen,Up!,2017,1.0 Take Up! Aa 75cv,17000,250000,3.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2012,1.6 My10 Xls 4x2,90000,245000,5.0,SUV,Bs.as. Costa Atlántica
Volkswagen,Gol Trend,2015,1.6 Pack Ii 101cv 3p,30000,230000,3.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2014,1.6 Comfortline 101cv Ab,63000,290000,5.0,Monovolumen,Bs.as. G.b.a. Sur
Volkswagen,Gol Trend,2012,1.6 Pack I Plus 101cv,43000,185000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Focus II,2011,2.0 Ghia Mt,125000,265000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Gol,2011,1.4 Power Ps+ac 83cv,150000,135000,5.0,Hatchback,Capital Federal
Ford,Ranger,2016,3.2 Cd 4x4 Xlt Tdci 200cv,60000,799000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Ranger,2014,2.2 Cd 4x2 Xl Safety Tdci 125cv,135000,520000,2.0,Pick-Up,Buenos Aires Interior
Volkswagen,Gol Trend,2012,1.6 Pack I 101cv,72000,170000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,30000,320000,5.0,Hatchback,Córdoba
Volkswagen,Golf,2015,1.4 Comfortline Tsi,35000,545300,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Focus III,2014,2.0 Se Plus At6,85000,339000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ecosport,2015,2.0 Titanium 143cv 4x2,15000,455000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Mondeo,2016,2.0 Se Ecoboost At 240cv,56000,590000,4.0,Sedán,San Luis
Honda,Fit,2011,1.5 Ex Mt 120cv,128000,230000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ka,2012,1.6 Pulse Top 95cv,76900,170000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Bora,2012,2.0 Trendline 115cv,97000,245000,4.0,Sedán,Buenos Aires Interior
Ford,Focus II,2011,1.6 Trend Sigma,78000,220000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Vento,2011,2.0 T Fsi Sportline Dgs,130000,360000,4.0,Sedán,Capital Federal
Ford,Ecosport,2013,1.6 Titanium 110cv 4x2,88900,332000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ranger,2012,3.0 Cd Xl Plus 4x2,70000,390000,2.0,Pick-Up,Capital Federal
Volkswagen,Suran,2011,1.6 Comfortline 101cv 11a,102739,190000,5.0,Monovolumen,Capital Federal
Ford,Focus II,2012,2.0 Trend Plus,89000,285000,5.0,Hatchback,Bs.as. Costa Atlántica
Volkswagen,CC,2013,3.6 Highline V6 300cv,125000,575000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2011,1.6 Design Sedan 120cv Trend Plus,96000,265000,4.0,Sedán,Córdoba
Ford,Ka,2012,1.6 Pulse Top 95cv,65000,139000,3.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Ecosport,2014,1.6 Se 110cv 4x2,64000,335000,5.0,SUV,Bs.as. G.b.a. Sur
Ford,Focus III,2016,2.0 Sedan Se,37000,460000,4.0,Sedán,Córdoba
Ford,Ecosport,2012,2.0 My10 Xlt Plus 4x2,57000,210000,5.0,SUV,Tucumán
Ford,Ecosport,2013,1.6 S 110cv 4x2,82000,325000,5.0,SUV,Córdoba
Ford,Focus III,2014,1.6 S,68000,325000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ecosport,2015,1.6 Se 110cv 4x2,80000,345000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Focus III,2016,1.6 S,32300,450000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Golf,2016,1.6 Trendline,30000,450000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Fiesta Kinetic Design,2016,1.6 Sedan S 120cv,33340,310000,4.0,Sedán,Buenos Aires Interior
Volkswagen,Fox,2014,1.6 Highline,70000,250000,3.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Suran,2012,1.6 Trendline 11b,140000,190000,5.0,Monovolumen,Córdoba
Volkswagen,Amarok,2012,2.0 Cd Tdi 163cv 4x4 Highline 1h4,56000,595000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Volkswagen,Suran,2011,1.6 Highline 101cv 11c,65000,235000,5.0,Monovolumen,Capital Federal
Volkswagen,Gol,2011,1.4 Power 83cv,78000,135000,3.0,Hatchback,Buenos Aires Interior
Ford,Ecosport,2015,1.6 Se 110cv 4x2,44000,360000,5.0,SUV,Tucumán
Volkswagen,Passat,2013,2.0 Luxury I 170cv Dsg,90000,600000,4.0,Sedán,Entre Ríos
Ford,Ecosport,2013,2.0 Se 143cv 4x2,86000,299900,5.0,SUV,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2011,1.4 Power 83cv,105000,150000,3.0,Hatchback,Salta
Volkswagen,Vento Variant,2012,2.5 Advance 170cv,82000,260000,4.0,Rural,Buenos Aires Interior
Volkswagen,Amarok,2012,2.0 Cd Tdi 180cv 4x2 Trendline B33,127000,425000,4.0,Pick-Up,Capital Federal
Ford,Focus III,2017,2.0 Se Plus Mt,9100,650000,5.0,Hatchback,Córdoba
Ford,Focus III,2014,2.0 Sedan Se,96200,280000,4.0,Sedán,Bs.as. G.b.a. Oeste
Ford,Focus II,2012,2.0 Ghia Mt,90000,264000,5.0,Hatchback,Capital Federal
Volkswagen,Crossfox,2011,1.6 Comfortline,105000,198000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Focus III,2015,2.0 Sedan Se Plus At6,83000,435000,4.0,Sedán,Capital Federal
Ford,Ecosport,2013,2.0 Se 143cv 4x2,112000,390000,5.0,SUV,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,82500,300000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Fiesta Kinetic Design,2014,1.6 S Plus 120cv,90000,320000,5.0,Hatchback,Santa Fe
Ford,Fiesta Kinetic Design,2013,1.6 Titanium 120cv,86000,290000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Amarok,2015,2.0 Cs Tdi 140cv 4x2 Startline,50000,680000,2.0,Pick-Up,Bs.as. G.b.a. Oeste
Ford,Focus II,2011,1.6 Trend Sigma,92000,250000,5.0,Hatchback,Mendoza
Ford,Fiesta Kinetic Design,2014,1.6 S Plus 120cv,46000,290000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Honda,CR-V,2012,2.4 Ex L 4wd 185cv At,95000,595000,5.0,SUV,Capital Federal
Ford,Ecosport,2014,1.6 Titanium 110cv 4x2,40000,375000,5.0,SUV,Bs.as. G.b.a. Sur
Volkswagen,Fox,2011,1.6 Trendline,93000,215000,5.0,Hatchback,Capital Federal
Ford,Fiesta Kinetic Design,2014,1.6 Sedan Titanium 120cv,72000,290000,4.0,Sedán,Bs.as. G.b.a. Sur
Volkswagen,Fox,2013,1.6 Trendline,87800,235000,5.0,Hatchback,Bs.as. G.b.a. Sur
Ford,Focus III,2013,1.6 S,60000,310000,5.0,Hatchback,Capital Federal
Ford,Focus III,2015,2.0 Sedan Se Plus At6,35500,530000,4.0,Sedán,Santa Fe
Volkswagen,Amarok,2015,2.0 Cd Tdi 4x2 Highline Pack At C34,98000,800000,4.0,Pick-Up,Córdoba
Volkswagen,Gol,2015,1.4 Power 83cv 3 p,62000,168000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Focus II,2011,2.0 Trend Plus,130000,220000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ranger,2015,3.2 Cd 4x4 Xls Tdci 200cv Manual,122000,655000,4.0,Pick-Up,Bs.as. G.b.a. Oeste
Volkswagen,Suran,2013,1.6 Trendline,90000,215000,5.0,Monovolumen,Córdoba
Ford,Ranger,2015,3.2 Cd 4x2 Xls At Tdci 200cv,78000,590000,4.0,Pick-Up,Entre Ríos
Volkswagen,Gol,2012,1.4 Power 83cv,42000,150000,3.0,Hatchback,Córdoba
Volkswagen,Suran,2014,1.6 Trendline 11b,69000,270000,5.0,Monovolumen,Río Negro
Honda,CR-V,2011,2.4 Lx At 2wd (mexico),73000,360000,5.0,SUV,Capital Federal
Volkswagen,Golf,2017,1.4 Comfortline Tsi,21600,710000,5.0,Hatchback,Bs.as. G.b.a. Norte
Ford,Ranger,2013,3.2 Cd 4x2 Xls Tdci 200cv,133000,499000,4.0,Pick-Up,Buenos Aires Interior
Volkswagen,Suran,2012,1.6 Highline 101cv 11c,65000,250000,5.0,Monovolumen,Mendoza
Volkswagen,Vento,2014,2.0 Sportline Tsi 200cv,21000,600000,4.0,Sedán,Capital Federal
Volkswagen,Scirocco,2013,1.4 Tsi 160cv Dsg,56000,575000,2.0,Coupé,Capital Federal
Ford,Focus II,2012,1.6 Trend Sigma,114000,240000,5.0,Hatchback,Bs.as. G.b.a. Norte
Volkswagen,Crossfox,2016,1.6 Highline,11000,378000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Highline C33,70000,680000,4.0,Pick-Up,Bs.as. G.b.a. Sur
Honda,Fit,2011,1.4 Lx-l At 100cv,85000,275000,5.0,Hatchback,Capital Federal
Volkswagen,Amarok,2011,2.0 Cd Tdi 4x4 Highline Pack 1hp,90000,460000,4.0,Pick-Up,Buenos Aires Interior
Volkswagen,Fox,2011,1.6 Sportline,82000,208000,3.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Gol,2013,1.4 Power Ps+ac 83cv,70000,145000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Ford,Ecosport,2011,2.0 My10 Xls 4x2,103000,230000,5.0,SUV,Córdoba
Volkswagen,Vento,2014,2.0 Sportline Tsi 200cv Bi-xenon,47000,520000,4.0,Sedán,Misiones
Ford,Ecosport,2014,1.6 Se 110cv 4x2,74000,330000,5.0,SUV,Bs.as. G.b.a. Norte
Ford,Ecosport,2014,2.0 Freestyle 143 4x4,80000,389000,5.0,SUV,Bs.as. G.b.a. Norte
Mercedes Benz,Sprinter,2013,2.1 515 Furgon 4325 Te Xl V2,130000,820000,2.0,Furgón,Bs.as. G.b.a. Norte
Ford,Focus III,2016,2.0 Se,24500,460000,5.0,Hatchback,Misiones
Ford,Ka,2013,1.0 Fly Viral 63cv,90000,139000,3.0,Hatchback,Santa Fe
Ford,Fiesta Kinetic Design,2013,1.6 Design 120cv Titanium,42500,309900,5.0,Hatchback,Capital Federal
Ford,Ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv At,91000,770000,4.0,Pick-Up,Bs.as. G.b.a. Norte
Volkswagen,Amarok,2015,2.0 Cd Tdi 180cv 4x2 Trendline At,61000,650000,4.0,Pick-Up,Bs.as. Costa Atlántica
Chrysler,PT Cruiser,2011,2.4 Touring,70000,210000,5.0,Hatchback,Bs.as. G.b.a. Sur
Volkswagen,Suran,2013,1.6 Comfortline 101cv 11a,83500,240000,5.0,Monovolumen,Bs.as. Costa Atlántica
Volkswagen,Bora,2011,2.0 Trendline 115cv,81000,280000,4.0,Sedán,Bs.as. G.b.a. Oeste
Mercedes Benz,Clase C,2012,1.8 C200 City Cgi B.efficiency,112000,475000,4.0,Sedán,Bs.as. G.b.a. Sur
Ford,Ka,2013,1.0 Fly Viral 63cv,47000,170000,3.0,Hatchback,Mendoza
Volkswagen,Vento,2011,2.5 Luxury 170cv,42000,12000,4.0,Sedán,Bs.as. G.b.a. Norte
Honda,Civic,2011,1.8 Exs At,84438,340000,4.0,Sedán,Córdoba
Volkswagen,Amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,88000,550000,4.0,Pick-Up,Capital Federal
Volkswagen,Gol Trend,2015,1.6 Pack Iii 101cv,18500,260000,5.0,Hatchback,Bs.as. G.b.a. Sur
Honda,Fit,2011,1.4 Lx Mt,84000,218000,5.0,Hatchback,Córdoba
Volkswagen,Vento Variant,2011,2.5 Advance 170cv,94000,319000,4.0,Rural,Bs.as. G.b.a. Sur
Volkswagen,Saveiro,2014,1.6 Gp Ce 101cv Safety,116000,280000,2.0,Pick-Up,Buenos Aires Interior
Ford,Kuga,2013,2.5 Titanium At 4x4 L (ku05),78000,470000,5.0,SUV,Río Negro
Mercedes Benz,Clase E,2013,1.8 E250 City Avantgarde At Ll17,99000,830000,4.0,Sedán,Mendoza
Ford,Kuga,2011,2.5 Titanium At 4x4 L (ku05),48000,399000,5.0,SUV,Capital Federal
Volkswagen,Amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline At,140000,500000,4.0,Pick-Up,Mendoza
Mercedes Benz,Clase SLK,2013,3.0 Slk350 Cgi B.efficiency At,9000,79000,2.0,Cabriolet,Mendoza
Volkswagen,Crossfox,2011,1.6 Highline Cuero,63000,235000,5.0,Hatchback,Bs.as. G.b.a. Oeste
Volkswagen,Golf,2015,1.4 Comfortline Tsi Dsg,43000,511500,5.0,Hatchback,Capital Federal
Ford,Ecosport,2017,1.6 Titanium 110cv 4x2,25000,370000,5.0,SUV,Bs.as. G.b.a. Oeste
